radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,260,22753,13290247,-1,-73.9837,40.7514,1000,2,1,1744305729,1747687382,0
LTE,310,260,22767,56185367,-1,-73.9846,40.7518,1000,1,1,1744305769,1744305769,0
LTE,310,260,22753,38010372,-1,-73.9846,40.7518,1000,1,1,1744305789,1744305789,0
LTE,310,260,22767,32648961,-1,-73.9846,40.7518,1000,1,1,1744306069,1744306069,0
LTE,310,260,22753,13807105,-1,-73.9846,40.7518,1000,1,1,1744306079,1744306079,0
LTE,310,260,22753,26570241,-1,-73.9848,40.7547,1000,1,1,1744311940,1744311940,0
LTE,310,260,22766,11680001,-1,-73.9857,40.7271,1000,3,1,1744725648,1744950201,0
LTE,310,260,22766,10570247,-1,-73.9808,40.7337,1000,3,1,1744725908,1744950202,0
LTE,310,260,22767,14900744,-1,-73.9741,40.7429,1000,3,1,1744734530,1751330403,0
LTE,310,260,22753,10536707,-1,-73.9748,40.7443,1000,1,1,1744737070,1744737070,0
LTE,310,260,22753,10536713,-1,-73.9748,40.7443,1000,1,1,1744737070,1744737070,0
LTE,310,260,22753,12751106,-1,-73.9825,40.7474,1000,4,1,1744737230,1750005015,0
LTE,310,260,22753,12751116,-1,-73.982,40.7472,1000,5,1,1744737230,1744950202,0
LTE,310,260,22767,122120449,-1,-73.9896,40.7505,1000,3,1,1744737530,1750005015,0
LTE,310,260,22767,32790533,-1,-73.9907,40.751,1000,3,1,1744737550,1747687445,0
LTE,310,260,22767,122176004,-1,-73.9907,40.7511,1000,3,1,1744737960,1744950202,0
LTE,310,410,2438,28278792,-1,-73.9772,40.7516,1000,1,1,1744025239,1744025239,0
LTE,310,410,2438,28278933,-1,-73.9767,40.7514,1000,1,1,1744025314,1744025314,0
LTE,310,410,2344,29881677,-1,-73.9762,40.7514,1000,2,1,1744025329,1745016744,0
GSM,310,260,32116,27583,-1,-73.9754,40.753,1000,4,1,1744190484,1745016744,0
LTE,310,410,2313,29361067,-1,-73.9886,40.7222,3613,4,1,1744192483,1771242126,0
LTE,310,260,22767,10567945,-1,-74.0016,40.7413,1000,1,1,1744055826,1744055826,0
LTE,310,260,22767,32812289,-1,-73.9942,40.7514,1000,2,1,1744056352,1746277686,0
LTE,310,260,2350,29217808,-1,-73.994,40.7514,1000,1,1,1744058987,1744058987,0
LTE,310,260,20481,20711948,-1,-73.994,40.7514,1000,1,1,1744059087,1744059087,0
LTE,310,260,22753,33003787,-1,-74.0132,40.7008,1000,3,1,1745171691,1746277688,0
LTE,310,260,22753,14621448,-1,-74.0129,40.7018,1000,1,1,1745172417,1745172417,0
LTE,310,260,22766,32234829,-1,-73.9888,40.7195,1000,1,1,1745318847,1745318847,0
LTE,310,260,22766,11646983,-1,-73.9878,40.7211,1000,5,1,1745318947,1746828722,0
LTE,310,260,22766,32234827,-1,-73.9879,40.7208,1000,7,1,1745318947,1748688788,0
LTE,310,260,22766,11235586,-1,-73.9889,40.7228,1000,2,1,1745320037,1746828722,0
LTE,310,260,22766,11235592,-1,-73.9889,40.7228,1000,1,1,1745320067,1745320067,0
LTE,310,410,2410,29885108,-1,-73.9896,40.748,1000,1,1,1747320240,1747320240,0
LTE,310,260,22767,11705345,-1,-73.9904,40.7465,1000,6,1,1747320458,1747687446,0
LTE,310,260,22767,11705359,-1,-73.9907,40.7457,1000,6,1,1747320512,1747687446,0
LTE,310,410,2410,29884991,-1,-73.9909,40.7455,1000,2,1,1747320540,1747354202,0
LTE,310,410,2409,30510105,-1,-73.9895,40.7449,1000,6,1,1747320580,1747687446,0
LTE,310,410,2333,28485655,-1,-73.9918,40.7443,1000,4,1,1747320629,1747687382,0
LTE,310,410,2410,28298774,-1,-73.9876,40.7508,1000,5,1,1747330826,1747687446,0
LTE,310,410,2410,28298967,-1,-73.9877,40.7501,1000,1,1,1747330936,1747330936,0
LTE,310,410,2410,28298760,-1,-73.9878,40.7484,1000,6,1,1747330956,1747687446,0
LTE,310,260,22767,12669447,-1,-73.9895,40.7474,1000,1,1,1747331269,1747331269,0
LTE,310,260,22753,32522757,-1,-73.9898,40.7472,1000,4,1,1747331326,1747687446,0
LTE,310,260,22767,11705351,-1,-73.9901,40.7466,1000,4,1,1747331436,1747687446,0
LTE,310,410,2333,28249353,-1,-73.9925,40.7438,1000,1,1,1747331936,1747331936,0
LTE,310,260,22767,11705346,-1,-73.9912,40.7453,1000,1,1,1747332126,1747332126,0
LTE,310,410,2333,28485641,-1,-73.9915,40.7446,1000,1,1,1747332896,1747332896,0
LTE,310,410,2333,29874737,-1,-73.9931,40.7439,1000,11,1,1747333206,1747687446,0
LTE,310,260,22753,32521730,-1,-73.9941,40.7441,1000,6,1,1747388082,1747687446,0
LTE,310,410,2333,28249352,-1,-73.994,40.7444,1000,1,1,1747388082,1747388082,0
LTE,310,410,2333,28485656,-1,-73.9949,40.7453,1000,9,1,1747388182,1747687446,0
LTE,310,260,22767,32176141,-1,-73.9946,40.7457,1000,9,1,1747388212,1747687445,0
LTE,310,410,2333,28485642,-1,-73.9953,40.7445,1000,8,1,1747388232,1747687446,0
LTE,310,410,2333,28485654,-1,-73.9954,40.7467,1000,8,1,1747388362,1747687445,0
LTE,310,260,22767,32176131,-1,-73.9948,40.746,1000,3,1,1747388362,1747687445,0
LTE,310,410,2333,28485640,-1,-73.9952,40.7465,1000,4,1,1747388388,1747687445,0
LTE,310,260,22753,15320835,-1,-73.995,40.7465,1000,2,1,1747388392,1747438275,0
LTE,310,410,2349,29228567,-1,-73.9991,40.7444,1000,11,1,1747388572,1747499461,0
LTE,310,260,22753,15321093,-1,-73.9981,40.7475,1000,4,1,1747388622,1747438275,0
LTE,310,410,2333,29729048,-1,-74.0,40.7491,1000,4,1,1747388662,1747438278,0
LTE,310,260,22753,14388482,-1,-73.9989,40.7479,1000,1,1,1747388722,1747388722,0
LTE,310,260,22753,14388488,-1,-73.9995,40.7484,1000,4,1,1747388732,1747438275,0
LTE,310,260,22753,15263233,-1,-73.9995,40.749,1000,7,1,1747388872,1747438275,0
LTE,310,410,2333,29729046,-1,-73.9979,40.7511,1000,8,1,1747388882,1747438275,0
LTE,310,410,2349,29228566,-1,-74.0087,40.7433,1000,5,1,1747388912,1747438281,0
LTE,310,410,2349,29228693,-1,-74.0054,40.7455,1000,2,1,1747388942,1747438281,0
LTE,310,260,22753,14497281,-1,-73.9985,40.7503,1000,2,1,1747389102,1747438275,0
LTE,310,410,2349,28536087,-1,-73.9982,40.7542,1000,4,1,1747389752,1747438275,0
LTE,310,260,22753,32568851,-1,-73.9979,40.7541,1000,1,1,1747389762,1747389762,0
LTE,310,410,2349,28476951,-1,-74.0024,40.7533,1000,16,1,1747390012,1747438278,0
LTE,310,410,2349,30153131,-1,-74.0048,40.7538,1000,1,1,1747391362,1747391362,0
LTE,310,410,2349,29421229,-1,-74.0032,40.7537,1000,4,1,1747391412,1747438278,0
LTE,310,410,2333,30497036,-1,-74.0017,40.7524,1000,2,1,1747392382,1747438278,0
LTE,310,410,2333,30156915,-1,-74.0024,40.751,1000,2,1,1747401232,1747438278,0
LTE,310,410,2333,29889357,-1,-74.0028,40.7506,1000,2,1,1747401292,1747438278,0
LTE,310,410,2333,28392085,-1,-74.0034,40.75,1000,1,1,1747401412,1747401412,0
LTE,310,410,2333,28392087,-1,-74.0043,40.7485,1000,6,1,1747401485,1747438278,0
LTE,310,410,2333,28469141,-1,-74.0045,40.748,1000,1,1,1747401652,1747401652,0
LTE,310,410,2333,28469529,-1,-74.0058,40.7464,1000,5,1,1747401752,1747438278,0
LTE,310,410,2349,29875021,-1,-74.0062,40.7459,1000,2,1,1747401899,1747438278,0
LTE,310,410,2349,28545687,-1,-74.0069,40.7443,1000,2,1,1747402042,1747438278,0
LTE,310,410,2333,28469714,-1,-74.0069,40.7446,1000,3,1,1747402072,1747438278,0
LTE,310,410,2349,30646997,-1,-74.0057,40.7427,1000,2,1,1747402304,1747438279,0
LTE,310,410,2349,29873201,-1,-74.0075,40.7414,1000,4,1,1747402492,1747438279,0
LTE,310,410,2349,30646795,-1,-74.0058,40.7395,1000,4,1,1747402612,1747499462,0
LTE,310,410,2349,30186867,-1,-74.008,40.7405,1000,2,1,1747402692,1747438279,0
LTE,310,410,2349,30154801,-1,-74.008,40.7401,1000,5,1,1747402732,1747438279,0
LTE,310,410,2349,30155085,-1,-74.0077,40.7409,1000,10,1,1747403012,1747438281,0
LTE,310,410,2349,29873331,-1,-74.007,40.7415,1000,2,1,1747403122,1747438279,0
LTE,310,410,2349,29873485,-1,-74.005,40.7415,1000,4,1,1747403322,1747438281,0
LTE,310,410,2349,30646937,-1,-74.0077,40.7422,1000,5,1,1747403512,1747438281,0
LTE,310,410,2349,30646796,-1,-74.0089,40.7419,1000,3,1,1747403552,1747438280,0
LTE,310,410,2349,30646803,-1,-74.0044,40.7419,1000,1,1,1747403592,1747403592,0
LTE,310,260,22766,224023300,-1,-74.0044,40.7419,1000,1,1,1747408153,1747408153,0
LTE,310,410,2349,29228552,-1,-74.0109,40.7418,1000,2,1,1747409843,1747438280,0
LTE,310,260,23003,32514563,-1,-74.0113,40.7419,1000,1,1,1747410633,1747410633,0
LTE,310,410,2349,30155071,-1,-74.0088,40.7415,1000,1,1,1747411723,1747411723,0
LTE,310,260,22753,88537090,-1,-74.0061,40.7403,1000,2,1,1747412003,1747438281,0
LTE,310,410,2349,30646936,-1,-74.0056,40.7389,1000,3,1,1747412023,1747499462,0
LTE,310,410,2349,29873523,-1,-74.0028,40.7416,1000,6,1,1747412713,1747438281,0
LTE,310,410,2349,29873713,-1,-74.0008,40.7423,1000,10,1,1747413013,1747499461,0
LTE,310,410,2349,29228553,-1,-73.9983,40.7454,1000,2,1,1747413573,1747438281,0
LTE,310,410,2333,28469513,-1,-73.9974,40.7448,1000,6,1,1747413613,1747499461,0
LTE,310,410,2333,28469527,-1,-73.9972,40.7455,1000,2,1,1747414651,1747438281,0
LTE,310,410,2333,28249493,-1,-73.9969,40.7454,1000,1,1,1747414703,1747414703,0
LTE,310,260,22767,15221251,-1,-73.992,40.7434,1000,7,1,1747463656,1747687382,0
LTE,310,410,2333,28469142,-1,-73.9983,40.7451,1000,1,1,1747464147,1747464147,0
LTE,310,410,2349,29873741,-1,-74.0008,40.7424,1000,2,1,1747464537,1747499461,0
LTE,310,410,2349,29872717,-1,-74.0028,40.7397,1000,5,1,1747464727,1747499461,0
LTE,310,410,2349,30154867,-1,-74.004,40.7382,1000,5,1,1747465357,1747499462,0
LTE,310,260,22766,11237128,-1,-74.0036,40.7388,1000,1,1,1747465367,1747465367,0
LTE,310,410,2349,29228568,-1,-74.0051,40.7381,1000,9,1,1747465687,1747499462,0
LTE,310,410,2349,29228554,-1,-74.0048,40.7379,1000,5,1,1747465697,1747499461,0
LTE,310,410,2349,30154930,-1,-74.0043,40.7381,1000,1,1,1747465727,1747465727,0
LTE,310,410,2349,29228695,-1,-74.0049,40.7383,1000,3,1,1747466287,1747499462,0
LTE,310,410,2349,28551890,-1,-74.0057,40.7383,1000,1,1,1747469057,1747469057,0
LTE,310,260,22766,12074241,-1,-74.0035,40.737,1000,9,1,1747470117,1747499462,0
LTE,310,410,2349,29871027,-1,-74.0035,40.7371,1000,4,1,1747470267,1747499462,0
LTE,310,260,22766,10534659,-1,-74.0033,40.7369,1000,1,1,1747470497,1747470497,0
LTE,310,260,22766,10534665,-1,-74.0025,40.7368,1000,6,1,1747470507,1747499462,0
LTE,310,410,2333,28526346,-1,-74.0023,40.7369,1000,3,1,1747470577,1747499462,0
LTE,310,410,2333,28526359,-1,-74.0028,40.7354,1000,3,1,1747470797,1747499462,0
LTE,310,410,2349,29870925,-1,-74.0033,40.7359,1000,3,1,1747470877,1747499462,0
LTE,310,260,22766,12074242,-1,-74.0034,40.7356,1000,2,1,1747471007,1747499462,0
LTE,310,410,2348,29870195,-1,-74.0031,40.7346,1000,7,1,1747471057,1747499462,0
LTE,310,260,22766,12074243,-1,-74.0032,40.7349,1000,3,1,1747471067,1747499462,0
LTE,310,260,22753,88172299,-1,-74.0029,40.7342,1000,2,1,1747471217,1747499462,0
LTE,310,410,2348,28420888,-1,-74.0027,40.7317,1000,9,1,1747471507,1747499463,0
LTE,310,410,2348,29867954,-1,-73.9992,40.7316,1000,2,1,1747471817,1747499462,0
LTE,310,260,22753,10540039,-1,-73.9987,40.7311,1000,8,1,1747471827,1747499462,0
LTE,310,260,22753,10540033,-1,-73.9984,40.7311,1000,12,1,1747471858,1747499462,0
LTE,310,410,2348,29868723,-1,-73.9984,40.7312,1000,3,1,1747471877,1747499462,0
LTE,310,260,22753,12655619,-1,-73.9977,40.7308,1000,1,1,1747472037,1747472037,0
LTE,310,260,22753,10540041,-1,-73.9994,40.7311,1000,1,1,1747472767,1747472767,0
LTE,310,260,22766,32788236,-1,-74.003,40.7333,1000,3,1,1747473297,1747499462,0
LTE,310,410,2348,29869234,-1,-74.0031,40.7332,1000,2,1,1747473357,1747499462,0
LTE,310,410,2348,29223061,-1,-74.004,40.733,1000,2,1,1747473788,1747499462,0
LTE,310,410,2348,30152803,-1,-74.004,40.7329,1000,1,1,1747473857,1747473857,0
LTE,310,410,2348,29870157,-1,-74.0045,40.7341,1000,4,1,1747474247,1747499463,0
LTE,310,260,22753,32788484,-1,-74.0045,40.7338,1000,6,1,1747474247,1747499463,0
LTE,310,410,2348,29870260,-1,-74.0045,40.734,1000,2,1,1747474327,1747499463,0
LTE,310,260,22753,33608964,-1,-74.0048,40.735,1000,14,1,1747474357,1747499463,0
LTE,310,410,2348,29870259,-1,-74.0048,40.7351,1000,6,1,1747474400,1747499463,0
LTE,310,410,2348,29870129,-1,-74.005,40.7356,1000,6,1,1747474527,1747499463,0
LTE,310,260,22766,10539777,-1,-74.0051,40.7359,1000,3,1,1747475387,1747499463,0
LTE,310,410,2349,28507416,-1,-74.0051,40.7359,1000,1,1,1747475397,1747475397,0
LTE,310,410,2348,29869171,-1,-74.0036,40.7322,1000,5,1,1747476108,1747499463,0
LTE,310,410,2348,29213192,-1,-74.0033,40.7318,1000,1,1,1747476237,1747476237,0
LTE,310,410,2348,29867123,-1,-74.0007,40.729,1000,5,1,1747476588,1747499463,0
LTE,310,410,2348,29867188,-1,-73.9995,40.7284,1000,2,1,1747476918,1747499463,0
LTE,310,410,2348,29867085,-1,-73.9992,40.7278,1000,4,1,1747476968,1747499463,0
LTE,310,260,22766,12075783,-1,-73.9993,40.7254,1000,7,1,1747477218,1747521368,0
LTE,310,410,2348,28314888,-1,-74.001,40.7258,1000,5,1,1747477278,1747499463,0
LTE,310,410,2348,29861709,-1,-74.0015,40.7253,1000,3,1,1747477348,1747499463,0
LTE,310,410,2348,29861812,-1,-74.0009,40.7258,1000,2,1,1747477428,1747499463,0
LTE,310,260,22766,12075778,-1,-74.0016,40.725,1000,12,1,1747477458,1747499463,0
LTE,310,410,2348,28315029,-1,-74.0017,40.725,1000,1,1,1747477608,1747477608,0
LTE,310,410,2332,28760856,-1,-74.0018,40.7247,1000,2,1,1747477638,1747499463,0
LTE,310,260,22766,12075784,-1,-74.0022,40.7244,1000,1,1,1747477778,1747477778,0
LTE,310,260,22766,10533895,-1,-74.0028,40.7236,1000,5,1,1747477808,1747499463,0
LTE,310,410,2332,29860787,-1,-74.0024,40.7231,1000,3,1,1747477938,1747521368,0
LTE,310,260,22766,10533889,-1,-74.0032,40.7228,1000,1,1,1747478108,1747478108,0
LTE,310,410,2332,29860723,-1,-74.0045,40.7227,1000,12,1,1747478158,1747521368,0
LTE,310,260,22753,225427979,-1,-74.0048,40.7228,1000,7,1,1747478288,1747521368,0
LTE,310,410,2332,29860786,-1,-74.0047,40.7227,1000,3,1,1747478458,1747521368,0
LTE,310,260,22766,10533896,-1,-74.0035,40.7224,1000,7,1,1747480645,1747521368,0
LTE,310,260,22753,32608004,-1,-74.0022,40.7229,1000,7,1,1747481405,1747521368,0
LTE,310,410,2348,29860899,-1,-74.0014,40.7234,1000,3,1,1747481435,1747521368,0
LTE,310,410,2411,30489881,-1,-74.0024,40.7226,1000,1,1,1747481405,1747481405,0
LTE,310,260,22753,12076547,-1,-74.0008,40.7238,1000,13,1,1747481575,1747521368,0
LTE,310,410,2348,28315030,-1,-74.0015,40.7237,1000,2,1,1747481645,1747521368,0
LTE,310,260,22753,12076553,-1,-74.0013,40.7239,1000,4,1,1747481765,1747521368,0
LTE,310,260,22753,12076551,-1,-74.001,40.7241,1000,2,1,1747482825,1747521368,0
LTE,310,260,22753,12076545,-1,-74.0009,40.7241,1000,3,1,1747482835,1747521368,0
LTE,310,410,2411,28288008,-1,-73.9988,40.7247,1000,2,1,1747483295,1747521368,0
LTE,310,260,22753,50372869,-1,-73.9983,40.7234,1000,6,1,1747483505,1747521369,0
LTE,310,410,2348,28554647,-1,-73.9985,40.7234,1000,1,1,1747483695,1747483695,0
LTE,310,410,2348,28554646,-1,-73.9971,40.7238,1000,2,1,1747488334,1747521369,0
LTE,310,260,22753,224219404,-1,-73.9973,40.7226,1000,1,1,1747488334,1747488334,0
LTE,310,410,2348,28554519,-1,-73.9957,40.7233,1000,1,1,1747488905,1747488905,0
LTE,310,260,22766,11709697,-1,-73.9957,40.7233,1000,1,1,1747488905,1747488905,0
LTE,310,410,2348,29861453,-1,-73.9969,40.7251,1000,1,1,1747489394,1747489394,0
LTE,310,410,2348,29861681,-1,-73.9969,40.7251,1000,1,1,1747489674,1747489674,0
LTE,310,410,2348,29861811,-1,-73.9969,40.7251,1000,1,1,1747489714,1747489714,0
LTE,310,410,2348,30492683,-1,-73.9969,40.7251,1000,1,1,1747489764,1747489764,0
LTE,310,260,22766,224654103,-1,-73.9969,40.7251,1000,1,1,1747489754,1747489754,0
LTE,310,410,2348,28570633,-1,-73.9969,40.7251,1000,1,1,1747490004,1747490004,0
LTE,310,410,2348,28570647,-1,-73.9969,40.7251,1000,1,1,1747490024,1747490024,0
LTE,310,410,2348,28570773,-1,-73.9969,40.7251,1000,1,1,1747490184,1747490184,0
LTE,310,260,22766,11684867,-1,-73.9969,40.7251,1000,1,1,1747490203,1747490203,0
LTE,310,260,22753,50373379,-1,-73.9969,40.7251,1000,1,1,1747490264,1747490264,0
LTE,310,410,2348,28548376,-1,-73.9949,40.7277,1000,2,1,1747490404,1747521369,0
LTE,310,410,2348,28479125,-1,-73.9913,40.73,1000,1,1,1747490830,1747490830,0
LTE,310,260,23040,88170764,-1,-73.9916,40.7307,1000,2,1,1747490703,1747521369,0
LTE,310,410,2399,29864051,-1,-73.9902,40.7317,1000,7,1,1747491001,1768860482,0
LTE,310,410,2399,28503831,-1,-73.9898,40.7336,1000,3,1,1747491854,1768860482,0
LTE,310,260,23040,55313419,-1,-73.9908,40.7362,1000,18,1,1747492514,1773283944,0
LTE,310,410,2399,29871693,-1,-73.99,40.7386,1000,1,1,1747492894,1747492894,0
LTE,310,410,2409,29807383,-1,-73.9894,40.7408,1000,2,1,1747494025,1747521370,0
LTE,310,410,2409,29229717,-1,-73.9899,40.7431,1000,10,1,1747494545,1747687382,0
LTE,310,260,22767,11705607,-1,-73.989,40.7442,1000,1,1,1747494758,1747494758,0
LTE,310,410,2410,28298901,-1,-73.9885,40.7441,1000,3,1,1747495159,1747521370,0
LTE,310,260,22767,11723011,-1,-73.9884,40.7442,1000,3,1,1747495185,1747521370,0
LTE,310,410,2409,28206289,-1,-73.9885,40.7441,1000,3,1,1747495345,1747521370,0
LTE,310,260,22767,10543618,-1,-73.9884,40.7442,1000,1,1,1747495345,1747495345,0
LTE,310,410,2410,28298959,-1,-73.9884,40.7442,1000,1,1,1747495395,1747495395,0
LTE,310,260,22767,15221259,-1,-73.9885,40.7442,1000,1,1,1747496095,1747496095,0
LTE,310,260,22767,37998869,-1,-73.9885,40.7442,1000,1,1,1747496195,1747496195,0
LTE,310,260,22767,80769030,-1,-73.9886,40.7442,1000,1,1,1747496215,1747496215,0
LTE,310,410,2409,29874035,-1,-73.9909,40.7431,1000,12,1,1747496805,1747687382,0
LTE,310,260,22767,15221250,-1,-73.9899,40.7427,1000,4,1,1747496805,1747687382,0
LTE,310,410,2409,29874098,-1,-73.9898,40.7425,1000,2,1,1747496815,1747521371,0
LTE,310,260,22767,37998871,-1,-73.9917,40.743,1000,1,1,1747499863,1747499863,0
LTE,310,410,2333,28615294,-1,-73.9956,40.7441,1000,2,1,1747550009,1747687381,0
LTE,310,410,22767,11721473,-1,-73.996,40.744,1000,1,1,1747550409,1747550409,0
LTE,310,260,22766,36843524,-1,-73.996,40.744,1000,1,1,1747550489,1747550489,0
LTE,310,260,22766,78437142,-1,-73.996,40.744,1000,1,1,1747550559,1747550559,0
LTE,310,410,2333,28526352,-1,-73.996,40.744,1000,1,1,1747550559,1747550559,0
LTE,310,410,21507,21736449,-1,-73.996,40.744,1000,1,1,1747550569,1747550569,0
LTE,310,260,21507,21736460,-1,-73.996,40.744,1000,1,1,1747550579,1747550579,0
LTE,310,410,2348,29537233,-1,-73.996,40.744,1000,1,1,1747550649,1747550649,0
LTE,310,260,21507,21594400,-1,-73.996,40.744,1000,1,1,1747550649,1747550649,0
LTE,310,260,2348,28754813,-1,-73.996,40.744,1000,1,1,1747550659,1747550659,0
LTE,310,260,22766,12072705,-1,-73.996,40.744,1000,1,1,1747550729,1747550729,0
LTE,310,260,2411,28852869,-1,-73.996,40.744,1000,1,1,1747550899,1747550899,0
LTE,310,410,2332,28355800,-1,-73.996,40.744,1000,1,1,1747550969,1747550969,0
LTE,310,260,21506,21613826,-1,-73.996,40.744,1000,1,1,1747550969,1747550969,0
LTE,310,260,22753,14621697,-1,-74.0044,40.723,2444,2,1,1747550979,1754530509,0
LTE,310,410,2332,28852662,-1,-73.996,40.744,1000,1,1,1747551019,1747551019,0
LTE,310,410,2332,28460241,-1,-73.996,40.744,1000,1,1,1747551069,1747551069,0
LTE,310,260,22753,14621698,-1,-74.0044,40.723,2444,2,1,1747551089,1754530509,0
LTE,310,410,21506,21738753,-1,-73.996,40.744,1000,1,1,1747551159,1747551159,0
LTE,310,260,22753,14621443,-1,-74.0044,40.723,2444,2,1,1747551249,1754530509,0
LTE,310,410,2343,29380989,-1,-74.0047,40.7231,2446,2,1,1747551299,1747578726,0
LTE,310,410,2332,29849715,-1,-74.014,40.7015,1000,5,1,1747551459,1747578726,0
LTE,310,410,2332,28454936,-1,-74.011,40.7015,1000,2,1,1747552069,1747578726,0
LTE,310,410,2411,28175895,-1,-73.9975,40.7026,1000,4,1,1747553459,1747603142,0
LTE,310,410,2411,28175881,-1,-73.996,40.7027,1000,14,1,1747553479,1747603143,0
LTE,310,410,2411,28185048,-1,-73.9956,40.7037,1000,2,1,1747553619,1747578726,0
LTE,310,410,2411,28176080,-1,-73.9954,40.7026,500,27,1,1747553639,1747603142,0
LTE,310,410,2411,30494420,-1,-73.9935,40.7051,1000,3,1,1747553959,1747578726,0
LTE,310,410,2411,28185049,-1,-73.9914,40.7056,1000,2,1,1747553999,1747578726,0
LTE,310,410,2411,29169106,-1,-73.9904,40.7058,1000,4,1,1747554009,1747578726,0
LTE,310,410,2411,28505810,-1,-73.9894,40.706,1000,2,1,1747554029,1747578726,0
LTE,310,410,2411,28454610,-1,-73.9888,40.7061,1000,2,1,1747554039,1747578726,0
LTE,310,260,22753,11297288,-1,-73.9806,40.7072,1000,2,1,1747554159,1747578727,0
LTE,310,410,2313,28367641,-1,-73.9847,40.7055,1299,15,1,1747554200,1770782701,0
LTE,310,260,22764,10778119,-1,-73.9732,40.7091,1367,4,1,1747567400,1747597022,0
LTE,310,410,2313,30003634,-1,-73.9804,40.7007,1000,4,1,1747574246,1747597021,0
LTE,310,410,2313,30003571,-1,-73.9803,40.7005,1000,3,1,1747574266,1747597021,0
LTE,310,410,2313,28367627,-1,-73.9864,40.7047,1000,5,1,1747574386,1747968603,0
LTE,310,410,2411,29628169,-1,-73.9811,40.7019,1000,2,1,1747574436,1747597021,0
LTE,310,260,22755,15281153,-1,-73.9823,40.7023,1000,5,1,1747574466,1747597021,0
LTE,310,410,2411,30003315,-1,-73.9831,40.7023,1000,4,1,1747574606,1747597022,0
LTE,310,260,22755,15281156,-1,-73.9829,40.7024,1000,1,1,1747574616,1747574616,0
LTE,310,260,22755,34480900,-1,-73.9845,40.7023,1000,5,1,1747574676,1747597022,0
LTE,310,410,2411,30652312,-1,-73.9879,40.7027,1000,4,1,1747574996,1747597022,0
LTE,310,410,2411,28184982,-1,-73.9939,40.7038,1000,20,1,1747577997,1747603143,0
LTE,310,410,2411,28480171,-1,-73.992,40.7043,1000,4,1,1747578187,1747603142,0
LTE,310,260,2411,28184982,-1,-73.9958,40.7031,1000,1,1,1747580637,1747580637,0
LTE,310,260,55603,2840124,-1,-73.9966,40.7017,1000,1,1,1747581727,1747581727,0
LTE,310,260,21506,21574913,-1,-73.9965,40.7016,1000,2,1,1747581737,1747603142,0
LTE,310,410,2411,29961763,-1,-73.9964,40.7012,1000,3,1,1747581857,1747603142,0
LTE,310,260,21506,21574926,-1,-73.9965,40.7014,1000,1,1,1747581857,1747581857,0
LTE,310,410,2333,30553496,-1,-73.9946,40.7436,1000,2,1,1747586214,1747687381,0
LTE,310,410,2333,28249495,-1,-73.9931,40.7426,1000,4,1,1747586374,1747687382,0
LTE,310,260,22767,15221260,-1,-73.9894,40.7428,1000,1,1,1747640145,1747640145,0
LTE,310,410,2450,28315542,-1,-73.9803,40.7544,1183,10,1,1747640515,1747687441,0
LTE,310,260,22753,12751115,-1,-73.9832,40.7506,1000,4,1,1747641185,1747687382,0
LTE,310,260,22753,13807179,-1,-73.9829,40.7509,1000,1,1,1747641305,1747641305,0
LTE,310,410,2450,28315401,-1,-73.9813,40.753,1000,2,1,1747641475,1747687382,0
LTE,310,410,2438,28278794,-1,-73.9812,40.7533,1000,3,1,1747641575,1747687382,0
LTE,310,410,2450,29326090,-1,-73.9806,40.7539,1000,1,1,1747641715,1747641715,0
LTE,310,410,2450,29326231,-1,-73.9806,40.7541,1000,1,1,1747641735,1747641735,0
LTE,310,260,22753,15320587,-1,-73.9802,40.7546,1000,1,1,1747641790,1747641790,0
LTE,310,260,22767,15289090,-1,-73.9894,40.7529,1000,2,1,1747662366,1747687445,0
LTE,310,260,22767,15289100,-1,-73.9898,40.7525,1000,2,1,1747662433,1748135165,0
LTE,310,260,22767,11638273,-1,-73.9898,40.7523,1000,2,1,1747662446,1747687445,0
LTE,310,410,2351,30158516,-1,-73.9904,40.7515,1000,2,1,1747662566,1752545587,0
LTE,310,260,22753,32622081,-1,-73.9912,40.7504,1000,3,1,1747662736,1748135165,0
LTE,310,410,2333,30156877,-1,-73.9921,40.7493,1000,1,1,1747662856,1747662856,0
LTE,310,410,2333,29730065,-1,-73.9928,40.748,1000,1,1,1747663099,1747663099,0
LTE,310,410,2333,29730198,-1,-73.9923,40.7469,1000,8,1,1747663306,1747687446,0
LTE,310,260,22767,11716361,-1,-73.9947,40.7448,1000,1,1,1747664376,1747664376,0
LTE,310,260,22767,11705419,-1,-73.9907,40.746,1000,1,1,1747666166,1747666166,0
LTE,310,260,22767,32522244,-1,-73.9919,40.7473,1000,6,1,1747666236,1747687446,0
LTE,310,410,2333,29730057,-1,-73.9928,40.7476,1000,2,1,1747666336,1747687446,0
LTE,310,260,22753,15320833,-1,-73.9926,40.7469,1000,1,1,1747666476,1747666476,0
LTE,310,410,2410,28452888,-1,-73.9866,40.7515,1000,1,1,1747666949,1747666949,0
LTE,310,410,2313,28367826,-1,-73.9896,40.7058,1000,3,1,1746691691,1747968603,0
LTE,310,410,2411,29854285,-1,-73.9921,40.7194,2353,4,1,1746691761,1770782701,0
LTE,310,410,2411,28579607,-1,-73.9943,40.7138,1000,5,1,1746691771,1747968603,0
