radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,2349,28453525,0,-73.9987,40.755,1000,11,1,1477935770,1747438275,0
LTE,310,410,2332,28501911,0,-74.0139,40.7118,2113,34,1,1478751925,1730541677,0
LTE,310,410,2409,28206229,0,-73.9885,40.7452,1000,18,1,1479517565,1747687446,0
LTE,310,410,2409,28206231,0,-73.9886,40.7425,1000,15,1,1479549961,1747521370,0
LTE,310,410,2409,28206230,0,-73.9866,40.7458,1000,9,1,1479704723,1747521370,0
LTE,310,410,2351,28475799,0,-73.9899,40.7503,3788,50,1,1480266382,1747687445,0
LTE,310,410,2348,28548503,0,-73.9933,40.73,1000,10,1,1481771724,1747521369,0
LTE,310,410,2343,28475921,0,-74.0091,40.7084,1000,6,1,1482506148,1752545587,0
LTE,310,410,2349,30599832,0,-74.0096,40.7404,1544,14,1,1482532241,1747438281,0
LTE,310,410,2409,29807510,0,-73.99,40.7408,1000,9,1,1482843932,1747521370,0
LTE,310,410,2399,29874275,0,-73.9903,40.7368,1000,18,1,1482869221,1728732246,0
LTE,310,410,2348,28854917,0,-73.9854,40.7204,8467,27,1,1483225535,1774323603,0
LTE,310,410,2399,29381254,0,-73.9895,40.7114,7427,16,1,1483421111,1770782701,0
LTE,310,410,2411,28852869,0,-74.0013,40.7313,5475,11,1,1483769175,1747578726,0
LTE,310,410,2411,28852868,0,-74.006,40.7142,7838,33,1,1485306221,1727911885,0
LTE,310,410,2349,28477078,0,-73.9988,40.7508,1000,7,1,1485361003,1747438277,0
LTE,310,410,2348,28754820,0,-74.004,40.7289,2606,12,1,1486398736,1747578725,0
LTE,310,410,2341,28754045,0,-73.9701,40.7311,6878,16,1,1486880572,1757647202,0
LTE,310,410,2399,29381244,0,-73.989,40.7331,1226,17,1,1487650777,1729402825,0
LTE,310,410,2349,28551829,0,-74.0051,40.7423,1685,9,1,1488715544,1747499462,0
LTE,310,410,2399,29871423,0,-73.9904,40.7349,1000,15,1,1489039548,1730541680,0
LTE,310,410,2434,29256316,0,-73.9721,40.7191,2404,4,1,1489277148,1771242126,0
LTE,310,410,2349,28316821,0,-73.9997,40.741,1000,3,1,1490026326,1747499461,0
LTE,310,410,2341,28754053,0,-73.9709,40.7528,6963,8,1,1505391856,1732360353,0
LTE,310,410,2348,28854909,0,-73.9986,40.7349,2920,17,1,1505392715,1747968603,0
LTE,310,410,2434,28855164,0,-73.9902,40.723,1159,2,1,1505392838,1771242126,0
LTE,310,410,2349,28536214,0,-73.9984,40.7544,1000,9,1,1505416847,1747438275,0
LTE,310,410,2410,28476821,0,-73.9883,40.7487,1637,22,1,1505418143,1747687446,0
LTE,310,410,2348,28754821,0,-74.0096,40.7339,5125,10,1,1505420202,1747578725,0
LTE,310,410,2351,28782742,0,-73.991,40.7514,3538,38,1,1505429200,1752545587,0
LTE,310,410,2349,28316823,0,-74.0018,40.741,1000,2,1,1505435920,1747438281,0
LTE,310,410,2410,28476823,0,-73.9894,40.7473,2431,8,1,1505444032,1747687446,0
LTE,310,410,2409,28616062,0,-73.9874,40.7264,3796,4,1,1505447660,1730541682,0
LTE,310,410,2372,28850566,0,-73.9786,40.7285,6548,3,1,1505447780,1730541682,0
LTE,310,410,2412,28614781,0,-73.9855,40.7507,1624,3,1,1505449853,1727911884,0
LTE,310,410,2399,29381252,0,-73.9918,40.7312,2593,13,1,1505449857,1771242126,0
LTE,310,410,2411,28853373,0,-73.9949,40.7209,1555,5,1,1505449930,1769229422,0
LTE,310,410,2348,28854910,0,-73.9921,40.7003,5871,13,1,1505461779,1770782701,0
LTE,310,410,2332,28504213,0,-74.0144,40.709,7673,9,1,1505470600,1730541677,0
LTE,310,410,2411,28853126,0,-73.9995,40.7211,1771,7,1,1505478804,1730541680,0
LTE,310,410,2411,28853382,0,-73.9986,40.7139,2501,6,1,1505478804,1730541682,0
LTE,310,410,2351,29279108,0,-73.9967,40.7509,4853,22,1,1505496380,1767727555,0
LTE,310,410,2333,29729173,0,-73.9972,40.7519,1000,9,1,1505496383,1747438275,0
LTE,310,410,2332,29328143,0,-74.0107,40.7105,1000,5,1,1505506557,1730541677,0
LTE,310,410,2349,28765333,0,-74.0079,40.7462,1277,8,1,1505508169,1747438281,0
LTE,310,410,2332,29328279,0,-74.0112,40.7026,2541,4,1,1505520633,1730541677,0
LTE,310,410,2333,29729175,0,-74.0007,40.7516,1000,5,1,1505521864,1747438278,0
LTE,310,410,2313,29379198,0,-73.9934,40.7021,3693,7,1,1505525993,1730541681,0
LTE,310,410,2411,28853381,0,-73.9852,40.7292,9433,7,1,1494611909,1771242126,0
LTE,310,410,2411,29277829,0,-73.9814,40.7034,9007,18,1,1505312759,1732360350,0
LTE,310,410,2411,28502544,0,-73.9894,40.7089,3256,15,1,1505359942,1747968603,0
LTE,310,410,2351,29885283,0,-73.9878,40.7521,3645,36,1,1505587258,1747687445,0
LTE,310,410,2434,28855165,0,-73.9767,40.7178,1629,3,1,1505844999,1771242126,0
LTE,310,410,2412,28614780,0,-73.9865,40.7352,6311,14,1,1506531442,1747968603,0
LTE,310,410,2411,29168905,0,-73.988,40.7082,3607,30,1,1506550596,1769229422,0
LTE,310,410,2411,28854661,0,-73.9886,40.7049,2464,9,1,1506550482,1747968603,0
LTE,310,410,2411,29168912,0,-73.9912,40.7093,5558,18,1,1506550621,1769229422,0
LTE,310,410,2411,28534801,0,-73.9733,40.7127,1548,8,1,1506513438,1768860482,0
LTE,310,410,2411,28854653,0,-73.9907,40.7284,2940,8,1,1506601097,1770782701,0
LTE,310,410,2411,28482826,0,-73.9988,40.7027,7231,29,1,1506638181,1747968603,0
LTE,310,410,2411,28534792,0,-73.9718,40.7256,4751,25,1,1507514069,1747592103,0
GSM,310,260,32181,65131,-1,-73.989,40.7018,5892,6,1,1508280587,1734412446,0
LTE,310,410,2411,29169045,0,-73.9901,40.7086,1000,3,1,1508523632,1747603142,0
LTE,310,410,2411,28482832,0,-73.9881,40.7083,6584,17,1,1508853546,1730541669,0
GSM,310,260,32182,13155,-1,-73.9786,40.7342,4234,3,1,1509624216,1736150882,0
LTE,310,410,2411,29378940,0,-73.9964,40.7221,5109,4,1,1510231809,1727911885,0
LTE,310,410,2411,28853125,0,-73.9974,40.7122,2283,6,1,1510585531,1730541682,0
LTE,310,410,2411,28853374,0,-73.998,40.7187,3008,9,1,1510585582,1730541682,0
LTE,310,410,2399,29871395,0,-73.9927,40.7368,1000,9,1,1511967559,1730541677,0
LTE,310,410,2411,29854307,0,-73.9901,40.711,5925,17,1,1511983095,1747968603,0
LTE,310,410,2411,29854271,0,-73.9908,40.7092,2299,8,1,1511983149,1771242126,0
LTE,310,410,2313,28534701,0,-73.9893,40.7013,3396,7,1,1513092814,1730541680,0
LTE,310,410,2411,28534799,0,-73.9747,40.7164,1099,38,1,1513115085,1768860482,0
LTE,310,410,2411,28534793,0,-73.9712,40.7131,1300,11,1,1513115932,1768860482,0
LTE,310,410,2349,29873699,0,-74.0003,40.742,1000,7,1,1513185243,1747499461,0
LTE,310,410,2349,29873843,0,-74.0007,40.7425,1000,3,1,1513205021,1747438281,0
LTE,310,410,2332,28854148,0,-73.9987,40.7347,4061,11,1,1515087914,1727911885,0
LTE,310,410,2450,29885795,0,-73.9864,40.7545,1000,11,1,1515590860,1747354202,0
LTE,310,410,2332,28852350,0,-74.0003,40.7115,2779,4,1,1515597507,1730541681,0
LTE,310,410,2411,28480015,0,-73.9827,40.7143,2761,29,1,1515625778,1747578781,0
LTE,310,410,2400,29866019,0,-73.9819,40.7432,1000,7,1,1515681443,1770416041,0
LTE,310,410,2411,28480149,0,-73.9794,40.7114,1870,24,1,1515717803,1747603141,0
LTE,310,410,2411,28480009,0,-73.9877,40.7016,2086,25,1,1516055753,1747968603,0
LTE,310,410,2332,28666384,0,-74.0055,40.723,1000,7,1,1516197293,1752545586,0
LTE,310,410,2411,28480008,0,-73.9854,40.7055,2443,26,1,1516817884,1747603141,0
LTE,310,410,2411,28480010,0,-73.9926,40.7009,2714,36,1,1516817896,1730541665,0
LTE,310,410,2332,29860707,0,-74.0055,40.721,1000,6,1,1516818482,1747521368,0
LTE,310,410,2332,29860643,0,-74.0042,40.7204,1000,4,1,1516818491,1747521368,0
LTE,310,410,2411,28853380,0,-73.9938,40.7235,1448,8,1,1517091445,1771242126,0
LTE,310,410,2332,28853894,0,-74.0035,40.7281,5380,6,1,1517507369,1747578726,0
LTE,310,410,2332,28853893,0,-73.9974,40.7441,4028,9,1,1517527575,1747578726,0
LTE,310,410,2411,28853118,0,-73.9981,40.7135,2516,6,1,1520360081,1730541681,0
LTE,310,410,2399,29381246,0,-73.9906,40.7215,4012,6,1,1520360687,1769229422,0
LTE,310,410,2411,28502678,0,-73.9944,40.7043,1056,9,1,1520381783,1729402806,0
GSM,310,260,32181,65081,-1,-73.9819,40.7465,2171,2,1,1520692664,1734412503,0
LTE,310,410,2399,29871540,0,-73.9908,40.7343,3366,20,1,1527103587,1768860482,0
LTE,310,410,2332,28852358,0,-74.004,40.7173,2322,3,1,1527114924,1730541680,0
LTE,310,410,2332,28852102,0,-73.9941,40.7074,3116,5,1,1527114998,1754182322,0
LTE,310,410,2333,29528586,0,-73.9977,40.7462,1000,5,1,1529087143,1747438274,0
LTE,310,410,2411,28534794,0,-73.9718,40.7111,1340,8,1,1530111078,1747592103,0
LTE,310,410,2411,29855011,0,-73.9766,40.7206,3888,11,1,1530111496,1729402807,0
LTE,310,410,2410,28323344,0,-73.9891,40.7283,5553,3,1,1530979277,1729402823,0
LTE,310,410,2332,29850291,0,-74.0113,40.7017,2858,8,1,1534169916,1732360333,0
LTE,310,410,2332,28852094,0,-74.0044,40.7008,1524,4,1,1534170575,1730541681,0
LTE,310,410,2411,29169046,0,-73.99,40.7094,1801,16,1,1535408621,1769229422,0
LTE,310,410,2332,29742856,0,-74.0066,40.7211,1000,6,1,1536521359,1752545587,0
LTE,310,410,2399,29874354,0,-73.9905,40.7362,1000,8,1,1537659170,1730541680,0
LTE,310,410,2349,29889315,0,-74.0054,40.7546,1000,8,1,1538715259,1727911905,0
LTE,310,410,2341,29879731,0,-73.9736,40.7432,7405,4,1,1538874055,1732360351,0
LTE,310,410,2411,28480151,0,-73.9906,40.7017,1000,5,1,1539174512,1729402806,0
LTE,310,410,2410,28323337,0,-73.9855,40.7522,1000,8,1,1539536291,1729402824,0
LTE,310,410,2399,29864483,0,-73.99,40.7356,1000,7,1,1537986617,1727911884,0
LTE,310,410,2450,29885874,0,-73.9864,40.7544,1000,5,1,1540308013,1747354202,0
LTE,310,410,2351,29885362,0,-73.9898,40.7526,1000,7,1,1543427302,1747687445,0
LTE,310,410,2343,29754774,0,-74.0008,40.706,1115,8,1,1543847852,1747603142,0
LTE,310,410,2411,30494360,0,-73.9968,40.7065,717,28,1,1543847950,1747603142,0
LTE,310,410,2332,30482699,0,-74.0117,40.7016,5399,9,1,1544839460,1736047802,0
LTE,310,410,2411,29858484,0,-74.0077,40.7149,1000,5,1,1544916387,1752545587,0
LTE,310,410,2411,29600407,0,-74.0031,40.7117,1000,12,1,1544916737,1729402806,0
LTE,310,410,2411,28546453,0,-73.9777,40.7135,1000,7,1,1544926760,1729402807,0
LTE,310,410,2332,30208548,0,-74.0042,40.7156,4145,13,1,1545051130,1730541677,0
LTE,310,410,2332,29328138,0,-74.0138,40.7097,1000,3,1,1545250029,1752545587,0
LTE,310,410,2332,28853884,0,-73.998,40.7354,3962,6,1,1548702685,1727911885,0
LTE,310,410,2351,29889714,0,-73.9933,40.7513,1000,6,1,1549307912,1745016744,0
LTE,310,410,2434,29533589,0,-73.9871,40.7317,1201,6,1,1550782987,1768860482,0
LTE,310,410,2410,29618309,0,-73.9863,40.7103,6272,5,1,1552955346,1751330403,0
LTE,310,410,2348,28854908,0,-73.9868,40.7338,3862,5,1,1553207321,1769229422,0
LTE,310,410,2409,29874099,0,-73.9894,40.7424,1000,4,1,1553211709,1747521370,0
LTE,310,410,2332,28852613,0,-74.0014,40.7319,1428,2,1,1553705881,1747578726,0
LTE,310,410,2332,28852349,0,-74.0049,40.726,2144,2,1,1553706013,1747578726,0
LTE,310,410,2343,29380997,0,-74.0049,40.726,2144,2,1,1553706153,1747578726,0
LTE,310,410,2332,28460040,0,-74.0136,40.7127,1000,2,1,1555784607,1752545587,0
LTE,310,410,2332,29849779,0,-74.014,40.7048,1000,4,1,1555786464,1732360333,0
LTE,310,410,2400,30210018,0,-73.9845,40.7487,1000,10,1,1561051123,1747687382,0
LTE,310,410,2400,30210016,0,-73.9847,40.7488,1000,13,1,1561051780,1747687382,0
LTE,310,410,2400,30209828,0,-73.9851,40.75,500,50,1,1561052169,1747687382,0
LTE,310,410,2332,29742863,0,-74.0082,40.7215,1000,7,1,1564500036,1752545587,0
LTE,310,410,2332,28666385,0,-74.0082,40.7226,1000,3,1,1564500161,1752545586,0
LTE,310,410,2400,30209844,0,-73.9842,40.7491,1000,17,1,1569642706,1747687382,0
LTE,310,410,2438,28617635,0,-73.988,40.7078,4962,4,1,1569665853,1730541682,0
LTE,310,410,2400,30209842,0,-73.9841,40.7497,500,50,1,1570465389,1747687382,0
LTE,310,410,2400,30209830,0,-73.9849,40.7485,1000,6,1,1570810035,1747687382,0
LTE,310,410,2351,29889651,0,-73.9932,40.7511,1000,4,1,1571420356,1745016744,0
LTE,310,410,2351,29885299,0,-73.9892,40.7529,1000,15,1,1572964704,1747687445,0
LTE,310,410,2351,29885261,0,-73.9923,40.7541,1000,7,1,1572965205,1747687446,0
LTE,310,410,2349,29889585,0,-73.9947,40.7545,1000,4,1,1572965376,1747687446,0
LTE,310,410,2399,29381253,0,-73.9981,40.7264,1534,2,1,1576853388,1771242126,0
LTE,310,410,2399,29381285,0,-73.9927,40.7087,3347,11,1,1576853507,1769229422,0
LTE,310,410,2411,29277820,0,-73.9844,40.7138,5870,4,1,1577003954,1732360350,0
LTE,310,410,2400,29866047,0,-73.9838,40.7433,1000,3,1,1579423390,1770416041,0
LTE,310,410,2414,28754340,0,-73.9861,40.7093,5440,3,1,1595391994,1730541682,0
LTE,310,410,2409,28246995,0,-73.9913,40.7459,1000,5,1,1595739615,1747354203,0
LTE,310,410,2348,29870143,0,-74.0043,40.7349,1000,4,1,1597512436,1747499462,0
LTE,310,410,2348,29870115,0,-74.0051,40.7356,1000,3,1,1597512675,1747499463,0
LTE,310,410,2399,29871539,0,-73.9929,40.7356,1000,2,1,1597603521,1730541677,0
LTE,310,410,2410,29618339,0,-73.9863,40.7537,5096,2,1,1600101663,1730541669,0
LTE,310,410,2349,30155043,0,-74.0068,40.7295,4133,5,1,1608828368,1747438281,0
LTE,310,410,2349,30155057,0,-74.0091,40.742,1000,9,1,1608828383,1747438281,0
LTE,310,410,2349,30155299,0,-74.0071,40.7315,4351,6,1,1608828406,1729402826,0
LTE,310,410,2411,30494233,0,-73.9953,40.7037,3543,33,1,1609313848,1732360341,0
LTE,310,410,2411,28480022,0,-73.9858,40.7089,2467,29,1,1609324103,1747968603,0
LTE,310,410,2348,29229078,0,-74.0023,40.729,1000,6,1,1609670841,1747499463,0
LTE,310,410,2410,29885005,0,-73.9908,40.7459,1393,8,1,1609673244,1747687446,0
LTE,310,410,2410,29885043,0,-73.9892,40.7476,1623,13,1,1609673255,1747687446,0
LTE,310,410,2411,28534806,0,-73.9727,40.7155,2572,30,1,1609710449,1768860482,0
LTE,310,410,2444,28729878,0,-73.9973,40.7071,2271,51,1,1610000950,1729402883,0
LTE,310,410,2332,29742865,0,-74.0075,40.7184,1000,3,1,1610008690,1752545587,0
LTE,310,410,2411,28480023,0,-73.986,40.701,3359,25,1,1610505793,1747968603,0
LTE,310,410,2399,28271377,0,-73.99,40.7373,1000,2,1,1610511886,1728732245,0
LTE,310,410,2399,28271511,0,-73.9901,40.7348,1000,3,1,1610532355,1768860482,0
LTE,310,410,2399,28271384,0,-73.9902,40.7345,1000,8,1,1610532461,1768860482,0
LTE,310,410,2450,29885745,0,-73.9837,40.7536,1000,15,1,1610572855,1732360333,0
LTE,310,410,2333,28580631,0,-74.0052,40.746,1000,5,1,1610645226,1736047802,0
LTE,310,410,2333,29874993,0,-73.9988,40.7482,1000,13,1,1612274145,1747438275,0
LTE,310,410,2333,28580630,0,-74.0019,40.7502,1000,7,1,1612274147,1736047802,0
LTE,310,410,2332,29860145,0,-74.0112,40.7245,1000,15,1,1612560643,1736047802,0
LTE,310,410,2411,30575572,0,-73.9998,40.7098,1000,7,1,1612561338,1747578726,0
LTE,310,410,2349,29871153,0,-74.0097,40.7396,1000,8,1,1613174735,1736047802,0
LTE,310,410,2349,29869617,0,-74.01,40.7353,1000,7,1,1613174817,1736047802,0
LTE,310,410,2349,29867635,0,-74.0103,40.7321,1000,14,1,1613174845,1736047802,0
LTE,310,410,2361,208941079,0,-74.01,40.7447,1079,13,1,1614117268,1747438280,0
LTE,310,410,2410,28616355,0,-73.9701,40.7177,7568,9,1,1614782191,1732360351,0
LTE,310,410,2410,28616356,0,-73.9834,40.749,2271,4,1,1614782251,1727911884,0
LTE,310,410,2341,28613539,0,-73.9849,40.7394,6728,7,1,1614790746,1754182323,0
LTE,310,410,2348,28754564,0,-73.993,40.7185,1774,5,1,1619717974,1771242126,0
LTE,310,410,2399,29381283,0,-73.9888,40.724,5071,15,1,1619718195,1769229422,0
LTE,310,410,2399,28503830,0,-73.9911,40.7361,1000,6,1,1619718269,1747521370,0
LTE,310,410,2399,29871437,0,-73.9908,40.735,1000,17,1,1619718312,1747521369,0
LTE,310,410,2399,28271370,0,-73.9907,40.736,1000,3,1,1619718469,1730541680,0
LTE,310,410,2348,28854405,0,-73.9901,40.7351,1000,6,1,1619720233,1770782701,0
LTE,310,410,2348,28854406,0,-73.9904,40.7349,1315,4,1,1619720274,1730541680,0
LTE,310,410,2348,28854455,0,-73.99,40.7139,2399,3,1,1619720282,1730541682,0
LTE,310,410,2332,29850161,0,-74.0132,40.7051,1000,14,1,1620142168,1732360333,0
LTE,310,410,2333,28615301,0,-73.996,40.7438,1000,2,1,1623335848,1747578725,0
LTE,310,410,2333,28617862,0,-73.9835,40.7101,4006,3,1,1623351150,1747578725,0
LTE,310,410,2348,29861731,0,-73.998,40.7242,1000,2,1,1629403332,1747521368,0
LTE,310,410,2348,28554506,0,-73.9983,40.7235,1000,6,1,1629574035,1747521369,0
LTE,310,410,2399,29864627,0,-73.9895,40.7371,1000,2,1,1629839865,1729402824,0
LTE,310,410,2348,28570639,0,-73.9945,40.7195,1000,2,1,1629925786,1769229422,0
LTE,310,410,2410,30159167,0,-73.9868,40.753,1000,4,1,1629936464,1747354202,0
LTE,310,410,2348,29861556,0,-73.9967,40.7247,1000,2,1,1630003709,1747521369,0
LTE,310,410,2348,28554504,0,-73.9978,40.7245,1000,4,1,1630359467,1747521369,0
LTE,310,410,2333,29730056,0,-73.9892,40.753,1000,5,1,1631146373,1747687445,0
LTE,310,410,2399,29871679,0,-73.992,40.7403,1596,5,1,1631321719,1729402824,0
LTE,310,410,2348,29861043,0,-74.0011,40.7238,1000,9,1,1631381405,1747521368,0
LTE,310,410,2348,28314889,0,-74.0015,40.7236,1000,5,1,1631381607,1747521368,0
LTE,310,410,2348,28554512,0,-73.9934,40.7293,1000,2,1,1631817455,1730541680,0
LTE,310,410,2348,28570632,0,-73.9992,40.7272,1000,2,1,1631903268,1747521369,0
LTE,310,410,2349,30154815,0,-74.002,40.7406,1000,3,1,1631916890,1747499461,0
LTE,310,410,2349,29875007,0,-74.0057,40.7456,1000,2,1,1631917190,1747438278,0
LTE,310,410,2348,28854404,-1,-73.9867,40.723,5048,11,1,1638103204,1771242126,0
LTE,310,410,2333,28617860,-1,-73.9785,40.7153,7284,8,1,1638103441,1730541683,0
LTE,310,410,2434,28459543,0,-73.971,40.7166,1000,4,1,1643494988,1747592102,0
LTE,310,410,2333,29884787,-1,-73.9925,40.7486,1000,5,1,1645982239,1747687445,0
LTE,310,410,2400,29880435,-1,-73.9869,40.7458,1000,5,1,1645985516,1747687382,0
LTE,310,410,2410,28476695,-1,-73.9876,40.7469,1000,8,1,1645985599,1747687382,0
LTE,310,410,2410,28476696,-1,-73.9905,40.747,1000,20,1,1645985660,1747687446,0
LTE,310,410,2400,28782358,-1,-73.9761,40.7531,1000,4,1,1646139866,1745016744,0
LTE,310,410,2400,29882445,-1,-73.978,40.7534,1000,11,1,1646140576,1745016744,0
LTE,310,410,2333,30155597,-1,-73.9941,40.7459,1000,5,1,1645992036,1747687445,0
LTE,310,410,2348,28854948,-1,-73.9743,40.7242,8280,12,1,1646216448,1735542007,0
LTE,310,410,2332,29341878,-1,-74.0068,40.7253,1742,2,1,1646217459,1730541678,0
LTE,310,410,2332,29341877,-1,-74.0068,40.7253,1742,2,1,1646217552,1730541678,0
LTE,310,410,2332,29341623,-1,-74.0068,40.7253,1742,2,1,1646217695,1730541678,0
LTE,310,260,2399,28530191,-1,-73.9843,40.7292,5744,4,1,1648912244,1757064902,0
LTE,310,260,2438,28617604,-1,-73.9867,40.7207,7957,12,1,1648912374,1770084724,0
LTE,310,260,2341,28613508,-1,-73.9881,40.7261,5306,20,1,1648913734,1765829521,0
LTE,310,260,22753,227853825,0,-74.0063,40.7531,1000,16,1,1651892442,1729402827,0
LTE,310,260,22753,227853899,0,-74.0049,40.7537,1000,20,1,1651892447,1747438278,0
LTE,310,260,22768,38079747,0,-73.9855,40.754,8436,13,1,1653242207,1732360369,0
LTE,310,260,22767,11715407,0,-73.9964,40.7502,1000,6,1,1654853443,1736792043,0
LTE,310,260,22753,225427969,0,-74.0025,40.7119,3825,5,1,1654895978,1747499463,0
LTE,310,410,2334,29876017,-1,-73.9705,40.7451,502,44,1,1655152918,1729402807,0
LTE,310,410,2411,28534808,-1,-73.9748,40.7117,1418,18,1,1655153078,1747968603,0
LTE,310,410,2411,29628168,-1,-73.9838,40.7074,1000,6,1,1655153108,1747968603,0
LTE,310,410,2411,29168919,-1,-73.9867,40.7092,1521,31,1,1655153138,1768860482,0
LTE,310,410,2411,29628184,-1,-73.9857,40.701,1000,7,1,1655165808,1747597022,0
LTE,310,410,2409,28935446,-1,-73.9835,40.7408,1000,19,1,1655166569,1771188781,0
LTE,310,260,22766,10566408,-1,-73.9894,40.7086,1000,14,1,1655153147,1747968605,0
LTE,310,410,2411,29628182,-1,-73.9826,40.7075,1000,16,1,1655258102,1747597022,0
LTE,310,410,2411,29855025,-1,-73.9764,40.7149,1000,8,1,1655258122,1729402807,0
LTE,310,410,2434,28453910,-1,-73.9728,40.7297,1000,10,1,1655258182,1729402807,0
LTE,310,410,2334,30486041,-1,-73.9732,40.7397,1000,16,1,1655258242,1729402807,0
LTE,310,410,2334,29866611,-1,-73.9718,40.7429,1000,22,1,1655258252,1729402807,0
LTE,310,410,2411,28482840,-1,-73.9926,40.7086,1206,21,1,1655258068,1770782701,0
LTE,310,260,22766,11679495,-1,-73.9767,40.7144,1334,27,1,1655258128,1734676989,0
LTE,310,410,2434,29533462,-1,-73.9879,40.7286,1000,10,1,1655428161,1768860482,0
LTE,310,410,2348,29471256,-1,-73.9969,40.7255,1000,4,1,1655428391,1747521369,0
LTE,310,410,2348,29229079,-1,-73.9988,40.7266,1000,5,1,1655428401,1747499463,0
LTE,310,410,2348,29861747,-1,-73.9998,40.7248,1000,6,1,1655428451,1747521368,0
LTE,310,410,2348,29860913,-1,-74.0014,40.7237,1000,19,1,1655428441,1747521368,0
LTE,310,410,2332,29860657,-1,-74.0025,40.7234,1000,7,1,1655428541,1747521368,0
LTE,310,410,2332,28666391,-1,-74.0038,40.7218,1000,15,1,1655428551,1747521368,0
LTE,310,410,2332,30208562,-1,-74.0064,40.7143,2638,13,1,1655428801,1752545587,0
LTE,310,410,2348,29867825,-1,-74.0018,40.7307,1000,5,1,1655431231,1747499463,0
LTE,310,410,2348,29868849,-1,-74.0008,40.732,1000,9,1,1655431251,1747499462,0
LTE,310,410,2333,28249354,-1,-73.9927,40.7426,1000,13,1,1655431371,1747687382,0
LTE,310,410,2333,30497177,-1,-74.0008,40.753,1000,21,1,1655433001,1747438278,0
LTE,310,260,22753,225427989,-1,-73.9999,40.7018,2601,10,1,1655431156,1742035563,0
LTE,310,260,22753,227853839,-1,-74.0057,40.7532,1000,8,1,1655432999,1736792043,0
LTE,310,410,2349,30187379,-1,-73.9994,40.7544,1000,9,1,1655433039,1747438275,0
LTE,310,260,22753,55313409,0,-73.9906,40.7299,5701,20,1,1655729001,1742035577,0
LTE,310,260,22753,55313419,0,-73.9903,40.7339,4714,18,1,1655729331,1742035577,0
LTE,310,260,22766,12066562,-1,-74.0034,40.7318,1000,19,1,1657646745,1747499463,0
LTE,310,260,22766,12066567,-1,-74.0034,40.7325,1000,6,1,1657645966,1747499462,0
LTE,310,260,22766,12066561,-1,-74.0038,40.733,1000,9,1,1657649598,1747499463,0
LTE,310,260,22764,10778114,0,-73.9876,40.7027,1000,22,1,1657733007,1770084728,0
LTE,310,260,22764,10778115,0,-73.9883,40.703,1000,17,1,1657733025,1763997843,0
LTE,310,260,22766,11082504,0,-73.9928,40.709,538,25,1,1657733120,1751330470,0
LTE,310,260,22766,11717900,0,-73.9917,40.7198,5457,17,1,1657733156,1747968605,0
LTE,310,260,22766,11717903,0,-73.9901,40.7173,6345,18,1,1657733161,1751330470,0
LTE,310,260,22766,11708937,0,-73.9967,40.725,1000,10,1,1657733559,1747521369,0
LTE,310,260,22766,11237129,0,-74.0053,40.737,1000,6,1,1657734033,1747499462,0
LTE,310,260,22766,10542856,0,-74.003,40.7379,1044,13,1,1657734151,1747499462,0
LTE,310,260,22767,10740481,0,-74.0004,40.7463,1000,22,1,1657734538,1750005015,0
LTE,310,260,22766,11704835,0,-74.001,40.7332,1000,9,1,1657754421,1747499462,0
LTE,310,260,22766,12216578,0,-74.0014,40.7295,1000,10,1,1657754624,1747499463,0
LTE,310,260,22766,12216577,0,-74.0002,40.7287,1000,2,1,1657754681,1747499463,0
LTE,310,260,22766,12075777,0,-73.9999,40.7258,1000,9,1,1657754889,1747521368,0
LTE,310,260,22766,11708931,0,-73.9953,40.7258,1000,9,1,1657757119,1747521369,0
LTE,310,260,22766,11684097,0,-73.9992,40.7169,4273,19,1,1657757497,1752345061,0
LTE,310,260,22766,12034567,-1,-73.9904,40.7332,6134,24,1,1657753116,1751330408,0
LTE,310,260,22766,11236359,-1,-73.9907,40.7351,500,25,1,1657753236,1739398749,0
