Facility ID,Facility Name,Description,Short Description,Attribute Type,Attribute Value,Measure Value,Sub Type,County,Regional Office,Effective Date
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,AIDS,15,Permanent,Albany,Capital District Regional Office,03/21/1988
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Bone Marrow Transplant,6,Permanent,Albany,Capital District Regional Office,01/18/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Coronary Care,20,Permanent,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Intensive Care,60,Permanent,Albany,Capital District Regional Office,08/19/2013
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Maternity,39,Permanent,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Medical / Surgical,431,Permanent,Albany,Capital District Regional Office,08/15/2019
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Neonatal Continuing Care,14,Permanent,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Neonatal Intensive Care,13,Permanent,Albany,Capital District Regional Office,08/19/2013
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Neonatal Intermediate Care,29,Permanent,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Pediatric,55,Permanent,Albany,Capital District Regional Office,08/19/2013
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Pediatric ICU,19,Permanent,Albany,Capital District Regional Office,09/25/2015
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Physical Medicine and Rehabilitation,21,Permanent,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Bed,Psychiatric,26,Permanent,Albany,Capital District Regional Office,08/06/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,AIDS,0,,Albany,Capital District Regional Office,03/21/1988
1,Albany Medical Center Hospital,Hospital,HOSP,Service,AIDS Center,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Audiology  O/P,0,,Albany,Capital District Regional Office,10/05/1984
1,Albany Medical Center Hospital,Hospital,HOSP,Service,CT Scanner,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Adult Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Electrophysiology (EP),0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Pediatric Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Percutaneous Coronary Intervention (PCI),0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Surgery - Adult,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Cardiac Surgery - Pediatric,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Certified Mental Health Services O/P,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,01/28/1993
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Comprehensive Stroke Center,,Processing Stations,Albany,Capital District Regional Office,10/17/2019
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Coronary Care,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Emergency Department,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Epilepsy Comprehensive Services,0,,Albany,Capital District Regional Office,08/01/2002
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Home Peritoneal Dialysis Training and Support,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Intensive Care,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Linear Accelerator,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Maternity,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,06/01/2015
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Medical Social Services,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Medical/Surgical,0,,Albany,Capital District Regional Office,08/06/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Neonatal Continuing Care,0,,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Neonatal Intensive Care,0,,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Neonatal Intermediate Care,0,,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Nuclear Medicine - Therapeutic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Pediatric,0,,Albany,Capital District Regional Office,08/06/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Pediatric Intensive Care,0,,Albany,Capital District Regional Office,09/13/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Physical Medical Rehabilitation,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Psychiatric,0,,Albany,Capital District Regional Office,12/30/2008
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Radiology-Therapeutic,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Regional Perinatal Center (RPC),,Processing Stations,Albany,Capital District Regional Office,07/08/2016
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Renal Dialysis - Acute,2,Processing Stations,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Renal Dialysis - Chronic,5,Processing Stations,Albany,Capital District Regional Office,09/16/2004
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Respiratory Care,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Therapy - Speech Language Pathology,0,,Albany,Capital District Regional Office,02/01/1980
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Transplant - Bone Marrow,0,,Albany,Capital District Regional Office,01/18/1994
1,Albany Medical Center Hospital,Hospital,HOSP,Service,Transplant - Kidney,0,,Albany,Capital District Regional Office,02/01/1980
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Bed,Medical / Surgical,18,Permanent,Albany,Capital District Regional Office,09/25/2015
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Albany,Capital District Regional Office,12/30/2008
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Lithotripsy,0,,Albany,Capital District Regional Office,09/21/2010
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Albany,Capital District Regional Office,12/30/2008
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Medical Social Services,0,,Albany,Capital District Regional Office,07/08/1999
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Medical/Surgical,0,,Albany,Capital District Regional Office,07/08/1999
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
2,Albany Medical Center - South Clinical Campus,Hospital,HOSP,Service,Radiology-Therapeutic,0,,Albany,Capital District Regional Office,05/01/2009
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Bed,Coronary Care,9,Permanent,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Bed,Intensive Care,12,Permanent,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Bed,Medical / Surgical,144,Permanent,Albany,Capital District Regional Office,04/15/1988
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Albany,Capital District Regional Office,12/30/2008
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Audiology  O/P,0,,Albany,Capital District Regional Office,10/05/1984
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,CT Scanner,0,,Albany,Capital District Regional Office,12/30/2008
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Coronary Care,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Emergency Department,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Intensive Care,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Lithotripsy,0,,Albany,Capital District Regional Office,12/22/1986
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,07/14/2014
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Medical Social Services,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Medical/Surgical,0,,Albany,Capital District Regional Office,04/15/1988
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Renal Dialysis - Acute,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,SAFE Center,,Processing Stations,Albany,Capital District Regional Office,07/08/2016
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Therapy - Physical O/P,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Therapy - Speech Language Pathology,0,,Albany,Capital District Regional Office,02/01/1980
4,Samaritan Hospital - Albany Memorial Campus,Hospital,HOSP,Service,Therapy - Speech Language Pathology O/P,0,,Albany,Capital District Regional Office,03/01/2006
5,St. Peter's Hospital,Hospital,HOSP,Bed,Chemical Dependence - Detoxification,18,Permanent,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Bed,Coronary Care,10,Permanent,Albany,Capital District Regional Office,10/17/1991
5,St. Peter's Hospital,Hospital,HOSP,Bed,Intensive Care,12,Permanent,Albany,Capital District Regional Office,10/17/1991
5,St. Peter's Hospital,Hospital,HOSP,Bed,Maternity,38,Permanent,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Bed,Medical / Surgical,343,Permanent,Albany,Capital District Regional Office,11/17/2011
5,St. Peter's Hospital,Hospital,HOSP,Bed,Neonatal Intensive Care,15,Permanent,Albany,Capital District Regional Office,05/26/1987
5,St. Peter's Hospital,Hospital,HOSP,Bed,Pediatric,6,Permanent,Albany,Capital District Regional Office,11/14/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Ambulatory Surgery - Multi Specialty,0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Audiology  O/P,0,,Albany,Capital District Regional Office,10/05/1984
5,St. Peter's Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Adult Diagnostic,0,,Albany,Capital District Regional Office,08/14/1985
5,St. Peter's Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Electrophysiology (EP),0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Cardiac Catheterization - Percutaneous Coronary Intervention (PCI),0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Cardiac Surgery - Adult,0,,Albany,Capital District Regional Office,10/17/1991
5,St. Peter's Hospital,Hospital,HOSP,Service,Chemical Dependence - Detoxification,0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Chemical Dependence - Rehabilitation O/P,0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Chemical Dependence - Withdrawal O/P,,Processing Stations,Albany,Capital District Regional Office,08/15/2017
5,St. Peter's Hospital,Hospital,HOSP,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,05/26/1994
5,St. Peter's Hospital,Hospital,HOSP,Service,Clinical Laboratory Service,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Coronary Care,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Emergency Department,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Intensive Care,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Level III Perinatal Care,,Processing Stations,Albany,Capital District Regional Office,07/08/2016
5,St. Peter's Hospital,Hospital,HOSP,Service,Linear Accelerator,0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Lithotripsy,0,,Albany,Capital District Regional Office,07/13/1998
5,St. Peter's Hospital,Hospital,HOSP,Service,Magnetic Resonance Imaging,0,,Albany,Capital District Regional Office,12/30/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Maternity,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
5,St. Peter's Hospital,Hospital,HOSP,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,07/14/2014
5,St. Peter's Hospital,Hospital,HOSP,Service,Medical Social Services,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Medical/Surgical,0,,Albany,Capital District Regional Office,11/14/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Neonatal Intensive Care,0,,Albany,Capital District Regional Office,05/26/1987
5,St. Peter's Hospital,Hospital,HOSP,Service,Nuclear Medicine - Diagnostic,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Nuclear Medicine - Therapeutic,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Pediatric,0,,Albany,Capital District Regional Office,11/14/2008
5,St. Peter's Hospital,Hospital,HOSP,Service,Primary Stroke Center,,Processing Stations,Albany,Capital District Regional Office,07/08/2016
5,St. Peter's Hospital,Hospital,HOSP,Service,Radiology - Diagnostic,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Radiology-Therapeutic,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Renal Dialysis - Acute,2,Processing Stations,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Respiratory Care,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Therapy - Occupational O/P,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Therapy - Physical O/P,0,,Albany,Capital District Regional Office,08/01/1979
5,St. Peter's Hospital,Hospital,HOSP,Service,Therapy - Speech Language Pathology,0,,Albany,Capital District Regional Office,08/01/1979
8,Albany County Health Dept,Diagnostic and Treatment Center,DTC,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,11/03/1988
8,Albany County Health Dept,Diagnostic and Treatment Center,DTC,Service,Dental O/P,0,,Albany,Capital District Regional Office,12/30/2008
8,Albany County Health Dept,Diagnostic and Treatment Center,DTC,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
8,Albany County Health Dept,Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,06/01/2015
8,Albany County Health Dept,Diagnostic and Treatment Center,DTC,Service,Radiology - Diagnostic O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Audiology  O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Certified Mental Health Services O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Dental O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,07/14/2014
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Optometry O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Pediatric O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Podiatry O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Therapy - Occupational O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Therapy - Physical O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Therapy - Speech Language Pathology O/P,0,,Albany,Capital District Regional Office,12/30/2008
9,"Center for Disability Services, Inc.",Diagnostic and Treatment Center,DTC,Service,Therapy - Vocational Rehabilitation O/P,0,,Albany,Capital District Regional Office,12/30/2008
10,Upper Hudson Planned Parenthood,Diagnostic and Treatment Center,DTC,Service,Abortion O/P,0,,Albany,Capital District Regional Office,12/30/2008
10,Upper Hudson Planned Parenthood,Diagnostic and Treatment Center,DTC,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,12/30/2008
10,Upper Hudson Planned Parenthood,Diagnostic and Treatment Center,DTC,Service,Family Planning O/P,0,,Albany,Capital District Regional Office,12/30/2008
10,Upper Hudson Planned Parenthood,Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,07/14/2014
10,Upper Hudson Planned Parenthood,Diagnostic and Treatment Center,DTC,Service,Prenatal O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Certified Mental Health Services O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Chemical Dependence - Rehabilitation O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Clinic Part Time Services,0,,Albany,Capital District Regional Office,02/01/1989
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Family Planning O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Medical Services - Other Medical Specialties,0,,Albany,Capital District Regional Office,06/01/2015
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Medical Services - Primary Care,0,,Albany,Capital District Regional Office,07/14/2014
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Optometry O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Pediatric O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Podiatry O/P,0,,Albany,Capital District Regional Office,12/30/2008
11,Whitney M Young Jr Health Center Inc,Diagnostic and Treatment Center,DTC,Service,Prenatal O/P,0,,Albany,Capital District Regional Office,12/30/2008
12,Lakeview Center for Mental Health and Wellness,Hospital,HOSP,Bed,Psychiatric,32,Permanent,Oswego,Central New York Regional Office,02/04/2021
12,Lakeview Center for Mental Health and Wellness,Hospital,HOSP,Service,Certified Mental Health Services O/P,0,,Oswego,Central New York Regional Office,02/01/1989
12,Lakeview Center for Mental Health and Wellness,Hospital,HOSP,Service,Chemical Dependence - Rehabilitation O/P,0,,Oswego,Central New York Regional Office,02/01/1989
12,Lakeview Center for Mental Health and Wellness,Hospital,HOSP,Service,Medical Services - Primary Care,,Processing Stations,Oswego,Central New York Regional Office,02/04/2021
12,Lakeview Center for Mental Health and Wellness,Hospital,HOSP,Service,Psychiatric,0,,Oswego,Central New York Regional Office,12/30/2008
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Bed,RHCF,160,Permanent,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Albany,Capital District Regional Office,02/01/1989
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Albany,Capital District Regional Office,12/30/2008
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Albany,Capital District Regional Office,12/30/2008
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Albany,Capital District Regional Office,12/30/2008
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Albany,Capital District Regional Office,08/18/1986
17,St. Peter's Nursing And Rehabilitation Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Albany,Capital District Regional Office,08/18/1986
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Bed,RHCF,56,Permanent,Albany,Capital District Regional Office,08/19/2019
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Bed,Ventilator Dependent Pediatric,36,Permanent,Albany,Capital District Regional Office,08/19/2019
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Baseline Services - Nursing Home,0,,Albany,Capital District Regional Office,02/01/1989
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Dental,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Medical Social Services,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Nursing,0,,Albany,Capital District Regional Office,12/30/2008
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Nutritional,0,,Albany,Capital District Regional Office,12/30/2008
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Optometry,0,,Albany,Capital District Regional Office,12/30/2008
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Pediatric Ventilator Dependent,0,,Albany,Capital District Regional Office,10/04/2010
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Pharmaceutical Service,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Physician Services,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Psychology,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Respite 2,0,,Albany,Capital District Regional Office,10/04/2010
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Occupational,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Physical,0,,Albany,Capital District Regional Office,08/01/1980
19,St. Margaret's Center,Residential Health Care Facility - SNF,NH,Service,Therapy - Speech Language Pathology,0,,Albany,Capital District Regional Office,08/01/1980
21,Hudson Park Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,NH,Bed,RHCF,200,Permanent,Albany,Capital District Regional Office,08/01/1980
21,Hudson Park Rehabilitation and Nursing Center,Residential Health Care Facility - SNF,NH,Service,Audiology,0,,Albany,Capital District Regional Office,08/01/1980
